
state,area,category,number,date
washington,North Central,Disability/AFN Organizations,0,2023-02-26
washington,North Central,Non-Profit Organizations,0,2023-02-26
washington,North Central,Neighborhood Groups,0,2023-02-26
washington,North Central,Preparedness Organizations,0,2023-02-26
washington,North Central,Faith-based Organizations,0,2023-02-26
washington,North Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,North Central,Volunteer/Service Clubs,0,2023-02-26
washington,North Central,Youth Organizations,0,2023-02-26
washington,North Central,Animal Shelter/Service Providers,0,2023-02-26
washington,North Central,Agriculture/Livestock Sector,0,2023-02-26
washington,North Central,Volunteer Radio Groups,0,2023-02-26
washington,North Central,Science/Engineering Organizations,0,2023-02-26
washington,North Central,Media Organizations,0,2023-02-26
washington,North Central,Other,0,2023-02-26
washington,Eastern,Individuals/Families,0,2023-02-26
washington,Eastern,Childcare and Pre-Schools,0,2023-02-26
washington,Eastern,K-12 Schools and Districts,0,2023-02-26
washington,Eastern,Colleges and Universities,0,2023-02-26
washington,Eastern,Local Government,0,2023-02-26
washington,Eastern,State Government,0,2023-02-26
washington,Eastern,Federal/National Government (Including Military),0,2023-02-26
washington,Eastern,Tribes/Indigenous Peoples,0,2023-02-26
washington,Eastern,Businesses,0,2023-02-26
washington,Eastern,Hotels and Other Lodgings,0,2023-02-26
washington,Eastern,Healthcare,15,2023-02-26
washington,Eastern,Senior Facilities/Communities,0,2023-02-26
washington,Eastern,Disability/AFN Organizations,0,2023-02-26
washington,Eastern,Non-Profit Organizations,0,2023-02-26
washington,Eastern,Neighborhood Groups,0,2023-02-26
washington,Eastern,Preparedness Organizations,0,2023-02-26
washington,Eastern,Faith-based Organizations,0,2023-02-26
washington,Eastern,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,Eastern,Volunteer/Service Clubs,0,2023-02-26
washington,Eastern,Youth Organizations,0,2023-02-26
washington,Eastern,Animal Shelter/Service Providers,0,2023-02-26
washington,Eastern,Agriculture/Livestock Sector,0,2023-02-26
washington,Eastern,Volunteer Radio Groups,0,2023-02-26
washington,Eastern,Science/Engineering Organizations,0,2023-02-26
washington,Eastern,Media Organizations,0,2023-02-26
washington,Eastern,Other,0,2023-02-26
washington,Other Areas,Individuals/Families,0,2023-02-26
washington,Other Areas,Childcare and Pre-Schools,0,2023-02-26
washington,Other Areas,K-12 Schools and Districts,0,2023-02-26
washington,Other Areas,Colleges and Universities,0,2023-02-26
washington,Other Areas,Local Government,0,2023-02-26
washington,Other Areas,State Government,0,2023-02-26
washington,Other Areas,Federal/National Government (Including Military),0,2023-02-26
washington,Other Areas,Tribes/Indigenous Peoples,0,2023-02-26
washington,Other Areas,Businesses,0,2023-02-26
washington,Other Areas,Hotels and Other Lodgings,0,2023-02-26
washington,Other Areas,Healthcare,0,2023-02-26
washington,Other Areas,Senior Facilities/Communities,0,2023-02-26
washington,Other Areas,Disability/AFN Organizations,0,2023-02-26
washington,Other Areas,Non-Profit Organizations,0,2023-02-26
washington,Other Areas,Neighborhood Groups,0,2023-02-26
washington,Other Areas,Preparedness Organizations,0,2023-02-26
washington,Other Areas,Faith-based Organizations,0,2023-02-26
washington,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,Other Areas,Volunteer/Service Clubs,0,2023-02-26
washington,Other Areas,Youth Organizations,0,2023-02-26
washington,Other Areas,Animal Shelter/Service Providers,0,2023-02-26
washington,Other Areas,Agriculture/Livestock Sector,0,2023-02-26
washington,Other Areas,Volunteer Radio Groups,0,2023-02-26
washington,Other Areas,Science/Engineering Organizations,0,2023-02-26
washington,Other Areas,Media Organizations,0,2023-02-26
washington,Other Areas,Other,0,2023-02-26
wyoming,Northeast,Individuals/Families,0,2023-02-26
wyoming,Northeast,Childcare and Pre-Schools,0,2023-02-26
wyoming,Northeast,K-12 Schools and Districts,0,2023-02-26
wyoming,Northeast,Colleges and Universities,0,2023-02-26
wyoming,Northeast,Local Government,0,2023-02-26
wyoming,Northeast,State Government,0,2023-02-26
wyoming,Northeast,Federal/National Government (Including Military),0,2023-02-26
wyoming,Northeast,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Northeast,Businesses,0,2023-02-26
wyoming,Northeast,Hotels and Other Lodgings,0,2023-02-26
wyoming,Northeast,Healthcare,0,2023-02-26
wyoming,Northeast,Senior Facilities/Communities,0,2023-02-26
wyoming,Northeast,Disability/AFN Organizations,0,2023-02-26
wyoming,Northeast,Non-Profit Organizations,0,2023-02-26
wyoming,Northeast,Neighborhood Groups,0,2023-02-26
wyoming,Northeast,Preparedness Organizations,0,2023-02-26
wyoming,Northeast,Faith-based Organizations,0,2023-02-26
wyoming,Northeast,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,Northeast,Volunteer/Service Clubs,0,2023-02-26
wyoming,Northeast,Youth Organizations,0,2023-02-26
wyoming,Northeast,Animal Shelter/Service Providers,0,2023-02-26
wyoming,Northeast,Agriculture/Livestock Sector,0,2023-02-26
wyoming,Northeast,Volunteer Radio Groups,0,2023-02-26
wyoming,Northeast,Science/Engineering Organizations,0,2023-02-26
wyoming,Northeast,Media Organizations,0,2023-02-26
wyoming,Northeast,Other,0,2023-02-26
wyoming,East Central,Individuals/Families,0,2023-02-26
wyoming,East Central,Childcare and Pre-Schools,0,2023-02-26
wyoming,East Central,K-12 Schools and Districts,0,2023-02-26
wyoming,East Central,Colleges and Universities,0,2023-02-26
wyoming,East Central,Local Government,0,2023-02-26
wyoming,East Central,State Government,0,2023-02-26
wyoming,East Central,Federal/National Government (Including Military),0,2023-02-26
wyoming,East Central,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,East Central,Businesses,0,2023-02-26
wyoming,East Central,Hotels and Other Lodgings,0,2023-02-26
wyoming,East Central,Healthcare,0,2023-02-26
wyoming,East Central,Senior Facilities/Communities,0,2023-02-26
wyoming,East Central,Disability/AFN Organizations,0,2023-02-26
wyoming,East Central,Non-Profit Organizations,0,2023-02-26
wyoming,East Central,Neighborhood Groups,0,2023-02-26
wyoming,East Central,Preparedness Organizations,0,2023-02-26
wyoming,East Central,Faith-based Organizations,0,2023-02-26
wyoming,East Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,East Central,Volunteer/Service Clubs,0,2023-02-26
wyoming,East Central,Youth Organizations,0,2023-02-26
wyoming,East Central,Animal Shelter/Service Providers,0,2023-02-26
wyoming,East Central,Agriculture/Livestock Sector,0,2023-02-26
wyoming,East Central,Volunteer Radio Groups,0,2023-02-26
wyoming,East Central,Science/Engineering Organizations,0,2023-02-26
wyoming,East Central,Media Organizations,0,2023-02-26
wyoming,East Central,Other,0,2023-02-26
wyoming,South Central,Individuals/Families,0,2023-02-26
wyoming,South Central,Childcare and Pre-Schools,0,2023-02-26
wyoming,South Central,K-12 Schools and Districts,0,2023-02-26
wyoming,South Central,Colleges and Universities,0,2023-02-26
wyoming,South Central,Local Government,0,2023-02-26
wyoming,South Central,State Government,0,2023-02-26
wyoming,South Central,Federal/National Government (Including Military),0,2023-02-26
wyoming,South Central,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,South Central,Businesses,0,2023-02-26
wyoming,South Central,Hotels and Other Lodgings,0,2023-02-26
wyoming,South Central,Healthcare,0,2023-02-26
wyoming,South Central,Senior Facilities/Communities,0,2023-02-26
wyoming,South Central,Disability/AFN Organizations,0,2023-02-26
wyoming,South Central,Non-Profit Organizations,0,2023-02-26
wyoming,South Central,Neighborhood Groups,0,2023-02-26
wyoming,South Central,Preparedness Organizations,0,2023-02-26
wyoming,South Central,Faith-based Organizations,0,2023-02-26
wyoming,South Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,South Central,Volunteer/Service Clubs,0,2023-02-26
wyoming,South Central,Youth Organizations,0,2023-02-26
wyoming,South Central,Animal Shelter/Service Providers,0,2023-02-26
wyoming,South Central,Agriculture/Livestock Sector,0,2023-02-26
wyoming,South Central,Volunteer Radio Groups,0,2023-02-26
wyoming,South Central,Science/Engineering Organizations,0,2023-02-26
wyoming,South Central,Media Organizations,0,2023-02-26
wyoming,South Central,Other,0,2023-02-26
wyoming,Southwest,Individuals/Families,0,2023-02-26
wyoming,Southwest,Childcare and Pre-Schools,0,2023-02-26
wyoming,Southwest,K-12 Schools and Districts,0,2023-02-26
wyoming,Southwest,Colleges and Universities,0,2023-02-26
wyoming,Southwest,Local Government,0,2023-02-26
wyoming,Southwest,State Government,0,2023-02-26
wyoming,Southwest,Federal/National Government (Including Military),0,2023-02-26
wyoming,Southwest,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Southwest,Businesses,0,2023-02-26
wyoming,Southwest,Hotels and Other Lodgings,0,2023-02-26
wyoming,Southwest,Healthcare,0,2023-02-26
wyoming,Southwest,Senior Facilities/Communities,0,2023-02-26
wyoming,Southwest,Disability/AFN Organizations,0,2023-02-26
wyoming,Southwest,Non-Profit Organizations,0,2023-02-26
wyoming,Southwest,Neighborhood Groups,0,2023-02-26
wyoming,Southwest,Preparedness Organizations,0,2023-02-26
wyoming,Southwest,Faith-based Organizations,0,2023-02-26
wyoming,Southwest,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,Southwest,Volunteer/Service Clubs,0,2023-02-26
wyoming,Southwest,Youth Organizations,0,2023-02-26
wyoming,Southwest,Animal Shelter/Service Providers,0,2023-02-26
wyoming,Southwest,Agriculture/Livestock Sector,0,2023-02-26
wyoming,Southwest,Volunteer Radio Groups,0,2023-02-26
wyoming,Southwest,Science/Engineering Organizations,0,2023-02-26
wyoming,Southwest,Media Organizations,0,2023-02-26
wyoming,Southwest,Other,0,2023-02-26
wyoming,West Central,Individuals/Families,0,2023-02-26
wyoming,West Central,Childcare and Pre-Schools,0,2023-02-26
wyoming,West Central,K-12 Schools and Districts,0,2023-02-26
wyoming,West Central,Colleges and Universities,0,2023-02-26
wyoming,West Central,Local Government,0,2023-02-26
wyoming,West Central,State Government,0,2023-02-26
wyoming,West Central,Federal/National Government (Including Military),0,2023-02-26
wyoming,West Central,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,West Central,Businesses,0,2023-02-26
wyoming,West Central,Hotels and Other Lodgings,0,2023-02-26
wyoming,West Central,Healthcare,0,2023-02-26
wyoming,West Central,Senior Facilities/Communities,0,2023-02-26
wyoming,West Central,Disability/AFN Organizations,0,2023-02-26
wyoming,West Central,Non-Profit Organizations,0,2023-02-26
wyoming,West Central,Neighborhood Groups,0,2023-02-26
wyoming,West Central,Preparedness Organizations,0,2023-02-26
wyoming,West Central,Faith-based Organizations,0,2023-02-26
wyoming,West Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,West Central,Volunteer/Service Clubs,0,2023-02-26
wyoming,West Central,Youth Organizations,0,2023-02-26
wyoming,West Central,Animal Shelter/Service Providers,0,2023-02-26
wyoming,West Central,Agriculture/Livestock Sector,0,2023-02-26
wyoming,West Central,Volunteer Radio Groups,0,2023-02-26
wyoming,West Central,Science/Engineering Organizations,0,2023-02-26
wyoming,West Central,Media Organizations,0,2023-02-26
wyoming,West Central,Other,0,2023-02-26
wyoming,Northwest,Individuals/Families,0,2023-02-26
wyoming,Northwest,Childcare and Pre-Schools,0,2023-02-26
wyoming,Northwest,K-12 Schools and Districts,0,2023-02-26
wyoming,Northwest,Colleges and Universities,0,2023-02-26
wyoming,Northwest,Local Government,0,2023-02-26
wyoming,Northwest,State Government,0,2023-02-26
wyoming,Northwest,Federal/National Government (Including Military),0,2023-02-26
wyoming,Northwest,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Northwest,Businesses,0,2023-02-26
wyoming,Northwest,Hotels and Other Lodgings,0,2023-02-26
wyoming,Northwest,Healthcare,0,2023-02-26
wyoming,Northwest,Senior Facilities/Communities,0,2023-02-26
wyoming,Northwest,Disability/AFN Organizations,0,2023-02-26
wyoming,Northwest,Non-Profit Organizations,0,2023-02-26
wyoming,Northwest,Neighborhood Groups,0,2023-02-26
wyoming,Northwest,Preparedness Organizations,0,2023-02-26
wyoming,Northwest,Faith-based Organizations,0,2023-02-26
wyoming,Northwest,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,Northwest,Volunteer/Service Clubs,0,2023-02-26
wyoming,Northwest,Youth Organizations,0,2023-02-26
wyoming,Northwest,Animal Shelter/Service Providers,0,2023-02-26
wyoming,Northwest,Agriculture/Livestock Sector,0,2023-02-26
wyoming,Northwest,Volunteer Radio Groups,0,2023-02-26
wyoming,Northwest,Science/Engineering Organizations,0,2023-02-26
wyoming,Northwest,Media Organizations,0,2023-02-26
wyoming,Northwest,Other,0,2023-02-26
wyoming,Southeast,Individuals/Families,0,2023-02-26
wyoming,Southeast,Childcare and Pre-Schools,0,2023-02-26
wyoming,Southeast,K-12 Schools and Districts,0,2023-02-26
wyoming,Southeast,Colleges and Universities,0,2023-02-26
wyoming,Southeast,Local Government,0,2023-02-26
wyoming,Southeast,State Government,0,2023-02-26
wyoming,Southeast,Federal/National Government (Including Military),0,2023-02-26
wyoming,Southeast,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Southeast,Businesses,0,2023-02-26
wyoming,Southeast,Hotels and Other Lodgings,0,2023-02-26
wyoming,Southeast,Healthcare,0,2023-02-26
wyoming,Southeast,Senior Facilities/Communities,0,2023-02-26
wyoming,Southeast,Disability/AFN Organizations,0,2023-02-26
wyoming,Southeast,Non-Profit Organizations,0,2023-02-26
wyoming,Southeast,Neighborhood Groups,0,2023-02-26
wyoming,Southeast,Preparedness Organizations,0,2023-02-26
wyoming,Southeast,Faith-based Organizations,0,2023-02-26
wyoming,Southeast,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,Southeast,Volunteer/Service Clubs,0,2023-02-26
wyoming,Southeast,Youth Organizations,0,2023-02-26
wyoming,Southeast,Animal Shelter/Service Providers,0,2023-02-26
wyoming,Southeast,Agriculture/Livestock Sector,0,2023-02-26
wyoming,Southeast,Volunteer Radio Groups,0,2023-02-26
wyoming,Southeast,Science/Engineering Organizations,0,2023-02-26
wyoming,Southeast,Media Organizations,0,2023-02-26
wyoming,Southeast,Other,0,2023-02-26
wyoming,Teton County,Individuals/Families,0,2023-02-26
wyoming,Teton County,Childcare and Pre-Schools,0,2023-02-26
wyoming,Teton County,K-12 Schools and Districts,0,2023-02-26
wyoming,Teton County,Colleges and Universities,0,2023-02-26
wyoming,Teton County,Local Government,0,2023-02-26
wyoming,Teton County,State Government,0,2023-02-26
wyoming,Teton County,Federal/National Government (Including Military),0,2023-02-26
wyoming,Teton County,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Teton County,Businesses,0,2023-02-26
wyoming,Teton County,Hotels and Other Lodgings,0,2023-02-26
wyoming,Teton County,Healthcare,0,2023-02-26
wyoming,Teton County,Senior Facilities/Communities,0,2023-02-26
wyoming,Teton County,Disability/AFN Organizations,0,2023-02-26
wyoming,Teton County,Non-Profit Organizations,0,2023-02-26
wyoming,Teton County,Neighborhood Groups,0,2023-02-26
wyoming,Teton County,Preparedness Organizations,0,2023-02-26
wyoming,Teton County,Faith-based Organizations,0,2023-02-26
wyoming,Teton County,"Museums, Libraries, Parks, etc.",0,2023-02-26
wyoming,Teton County,Volunteer/Service Clubs,0,2023-02-26
wyoming,Teton County,Youth Organizations,0,2023-02-26
wyoming,Teton County,Animal Shelter/Service Providers,0,2023-02-26
wyoming,Teton County,Agriculture/Livestock Sector,0,2023-02-26
wyoming,Teton County,Volunteer Radio Groups,0,2023-02-26
wyoming,Teton County,Science/Engineering Organizations,0,2023-02-26
wyoming,Teton County,Media Organizations,0,2023-02-26
wyoming,Teton County,Other,0,2023-02-26
wyoming,Other Areas,Individuals/Families,0,2023-02-26
wyoming,Other Areas,Childcare and Pre-Schools,0,2023-02-26
wyoming,Other Areas,K-12 Schools and Districts,0,2023-02-26
wyoming,Other Areas,Colleges and Universities,0,2023-02-26
wyoming,Other Areas,Local Government,0,2023-02-26
wyoming,Other Areas,State Government,0,2023-02-26
wyoming,Other Areas,Federal/National Government (Including Military),0,2023-02-26
wyoming,Other Areas,Tribes/Indigenous Peoples,0,2023-02-26
wyoming,Other Areas,Businesses,0,2023-02-26
wyoming,Other Areas,Hotels and Other Lodgings,0,2023-02-26
wyoming,Other Areas,Healthcare,0,2023-02-26
wyoming,Other Areas,Senior Facilities/Communities,0,2023-02-26
wyoming,Other Areas,Disability/AFN Organizations,0,2023-02-26
wyoming,Other Areas,Non-Profit Organizations,0,2023-02-26
wyoming,Other Areas,Neighborhood Groups,0,2023-02-26
wyoming,Other Areas,Preparedness Organizations,0,2023-02-26
